order_id,date,product,category,region,units,price,discount,marketing_spend,revenue,returned,seasonality_index
ORD-106956,2022-02-10,Wireless Earbuds Pro,Electronics,East,2,39.99,0.0,21.75,79.98,0,0.9
ORD-106970,2022-02-11,Sunglasses UV400,Accessories,West,4,17.99,0.0,27.44,71.96,0,0.9
ORD-106976,2022-02-11,Wireless Earbuds Pro,Electronics,South,4,35.99,0.1,19.26,143.96,0,0.9
ORD-106969,2022-02-11,LED Desk Lamp,Electronics,North,3,24.75,0.1,7.15,74.25,0,0.9
ORD-106972,2022-02-11,Leather Wallet Classic,Accessories,North,1,22.5,0.0,36.46,22.5,0,0.9
ORD-106962,2022-02-11,Bluetooth Speaker XS,Electronics,Central,1,45.0,0.0,26.93,45.0,0,0.9
ORD-106973,2022-02-11,Phone Case Armor,Electronics,South,2,12.99,0.0,37.35,25.98,0,0.9
ORD-106971,2022-02-11,Ceramic Knife Set,Home & Kitchen,Central,5,29.74,0.15,38.77,148.7,0,0.9
ORD-106965,2022-02-11,Leather Wallet Classic,Accessories,South,1,21.38,0.05,12.04,21.38,0,0.9
ORD-106964,2022-02-11,Sunglasses UV400,Accessories,South,1,17.99,0.0,7.5,17.99,0,0.9
ORD-106979,2022-02-11,Yoga Mat Pro,Sports & Fitness,South,5,24.99,0.0,21.03,124.95,0,0.9
ORD-106980,2022-02-11,Bluetooth Speaker XS,Electronics,West,4,45.0,0.0,18.26,180.0,0,0.9
ORD-106981,2022-02-11,Running Shoes Flex,Sports & Fitness,East,4,59.99,0.0,14.87,239.96,0,0.9
ORD-106966,2022-02-11,Phone Case Armor,Electronics,North,5,12.99,0.0,13.2,64.95,0,0.9
ORD-106975,2022-02-11,Phone Case Armor,Electronics,North,1,12.99,0.0,9.2,12.99,0,0.9
ORD-106968,2022-02-11,LED Desk Lamp,Electronics,North,5,27.5,0.0,20.76,137.5,0,0.9
ORD-106978,2022-02-11,Sunglasses UV400,Accessories,East,5,17.99,0.0,38.74,89.95,0,0.9
ORD-106967,2022-02-11,Sunglasses UV400,Accessories,North,5,17.99,0.0,31.82,89.95,0,0.9
ORD-106974,2022-02-11,Wireless Earbuds Pro,Electronics,North,3,39.99,0.0,13.05,119.97,0,0.9
ORD-106977,2022-02-11,LED Desk Lamp,Electronics,South,5,27.5,0.0,0.17,137.5,0,0.9
ORD-106963,2022-02-11,Backpack Urban,Accessories,North,3,42.0,0.0,32.05,126.0,0,0.9
ORD-106984,2022-02-12,Yoga Mat Pro,Sports & Fitness,South,4,24.99,0.0,5.71,99.96,0,0.9
ORD-106983,2022-02-12,Sunglasses UV400,Accessories,West,2,16.19,0.1,33.82,32.38,0,0.9
ORD-106995,2022-02-12,Running Shoes Flex,Sports & Fitness,South,5,56.99,0.05,9.29,284.95,0,0.9
ORD-106999,2022-02-12,Wireless Earbuds Pro,Electronics,Central,2,31.99,0.2,33.57,63.98,0,0.9
ORD-106989,2022-02-12,Yoga Mat Pro,Sports & Fitness,North,2,24.99,0.0,29.76,49.98,0,0.9
ORD-106993,2022-02-12,Ceramic Knife Set,Home & Kitchen,East,4,31.49,0.1,38.64,125.96,0,0.9
ORD-106991,2022-02-12,Yoga Mat Pro,Sports & Fitness,Central,1,24.99,0.0,31.82,24.99,0,0.9
ORD-106985,2022-02-12,Running Shoes Flex,Sports & Fitness,Central,1,50.99,0.15,1.9,50.99,0,0.9
ORD-106988,2022-02-12,Backpack Urban,Accessories,Central,1,39.9,0.05,8.61,39.9,0,0.9
ORD-106986,2022-02-12,Running Shoes Flex,Sports & Fitness,Central,1,59.99,0.0,26.16,59.99,0,0.9
ORD-106990,2022-02-12,LED Desk Lamp,Electronics,Central,3,27.5,0.0,12.38,82.5,0,0.9
ORD-106997,2022-02-12,Leather Wallet Classic,Accessories,East,5,18.0,0.2,4.02,90.0,0,0.9
ORD-106992,2022-02-12,Aroma Diffuser Mini,Home & Kitchen,East,1,29.99,0.0,4.93,29.99,0,0.9
ORD-106998,2022-02-12,LED Desk Lamp,Electronics,West,2,27.5,0.0,6.12,55.0,0,0.9
ORD-107000,2022-02-12,Running Shoes Flex,Sports & Fitness,Central,4,47.99,0.2,26.52,191.96,0,0.9
ORD-106996,2022-02-12,Aroma Diffuser Mini,Home & Kitchen,West,4,28.49,0.05,35.2,113.96,0,0.9
ORD-106987,2022-02-12,Bluetooth Speaker XS,Electronics,North,4,45.0,0.0,17.89,180.0,0,0.9
ORD-106994,2022-02-12,Phone Case Armor,Electronics,North,2,11.69,0.1,26.22,23.38,0,0.9
ORD-106982,2022-02-12,Backpack Urban,Accessories,East,1,42.0,0.0,7.43,42.0,0,0.9
ORD-107003,2022-02-13,Sunglasses UV400,Accessories,West,4,17.09,0.05,36.19,68.36,0,0.9
ORD-107011,2022-02-13,Backpack Urban,Accessories,North,5,42.0,0.0,31.51,210.0,0,0.9
ORD-107009,2022-02-13,Ceramic Knife Set,Home & Kitchen,East,3,34.99,0.0,12.54,104.97,0,0.9
ORD-107015,2022-02-13,Sunglasses UV400,Accessories,North,3,15.29,0.15,16.84,45.87,0,0.9
ORD-107013,2022-02-13,Sunglasses UV400,Accessories,East,2,17.99,0.0,16.55,35.98,0,0.9
ORD-107017,2022-02-13,Phone Case Armor,Electronics,North,3,12.99,0.0,21.42,38.97,0,0.9
ORD-107019,2022-02-13,Aroma Diffuser Mini,Home & Kitchen,East,5,29.99,0.0,16.9,149.95,0,0.9
ORD-107001,2022-02-13,Yoga Mat Pro,Sports & Fitness,South,1,21.24,0.15,21.52,21.24,0,0.9
ORD-107010,2022-02-13,Ceramic Knife Set,Home & Kitchen,East,5,34.99,0.0,26.26,174.95,0,0.9
ORD-107016,2022-02-13,Aroma Diffuser Mini,Home & Kitchen,East,4,29.99,0.0,18.97,119.96,0,0.9
ORD-107008,2022-02-13,Aroma Diffuser Mini,Home & Kitchen,Central,4,28.49,0.05,2.1,113.96,0,0.9
ORD-107020,2022-02-13,Sunglasses UV400,Accessories,South,4,17.99,0.0,15.2,71.96,0,0.9
ORD-107012,2022-02-13,Backpack Urban,Accessories,North,3,33.6,0.2,33.85,100.8,0,0.9
ORD-107002,2022-02-13,Backpack Urban,Accessories,South,2,42.0,0.0,14.11,84.0,0,0.9
ORD-107007,2022-02-13,Aroma Diffuser Mini,Home & Kitchen,West,3,29.99,0.0,33.76,89.97,0,0.9
ORD-107005,2022-02-13,Sunglasses UV400,Accessories,East,4,17.99,0.0,24.66,71.96,0,0.9
ORD-107004,2022-02-13,Bluetooth Speaker XS,Electronics,South,3,45.0,0.0,3.32,135.0,0,0.9
ORD-107014,2022-02-13,Ceramic Knife Set,Home & Kitchen,East,5,33.24,0.05,32.52,166.2,0,0.9
ORD-107006,2022-02-13,Yoga Mat Pro,Sports & Fitness,Central,4,24.99,0.0,22.79,99.96,0,0.9
ORD-107018,2022-02-13,Sunglasses UV400,Accessories,West,5,17.99,0.0,16.0,89.95,0,0.9
ORD-107038,2022-02-14,LED Desk Lamp,Electronics,North,1,27.5,0.0,18.32,27.5,0,0.9
ORD-107036,2022-02-14,LED Desk Lamp,Electronics,Central,4,27.5,0.0,7.67,110.0,0,0.9
ORD-107021,2022-02-14,Backpack Urban,Accessories,Central,1,42.0,0.0,22.18,42.0,0,0.9
ORD-107022,2022-02-14,Backpack Urban,Accessories,North,1,35.7,0.15,36.83,35.7,0,0.9
ORD-107035,2022-02-14,Insulated Steel Bottle,Home & Kitchen,North,4,19.99,0.0,8.68,79.96,0,0.9
ORD-107034,2022-02-14,Running Shoes Flex,Sports & Fitness,North,3,59.99,0.0,38.2,179.97,0,0.9
ORD-107030,2022-02-14,Aroma Diffuser Mini,Home & Kitchen,East,2,28.49,0.05,32.72,56.98,0,0.9
ORD-107033,2022-02-14,Running Shoes Flex,Sports & Fitness,South,1,59.99,0.0,27.81,59.99,0,0.9
ORD-107032,2022-02-14,Phone Case Armor,Electronics,East,4,12.99,0.0,22.27,51.96,0,0.9
ORD-107041,2022-02-14,Ceramic Knife Set,Home & Kitchen,East,3,34.99,0.0,26.34,104.97,0,0.9
ORD-107027,2022-02-14,Phone Case Armor,Electronics,West,5,12.99,0.0,26.09,64.95,0,0.9
ORD-107024,2022-02-14,Bluetooth Speaker XS,Electronics,West,4,45.0,0.0,23.08,180.0,0,0.9
ORD-107028,2022-02-14,Insulated Steel Bottle,Home & Kitchen,South,5,19.99,0.0,16.66,99.95,0,0.9
ORD-107029,2022-02-14,Sunglasses UV400,Accessories,North,3,16.19,0.1,4.37,48.57,0,0.9
ORD-107025,2022-02-14,Backpack Urban,Accessories,East,4,42.0,0.0,23.68,168.0,0,0.9
ORD-107040,2022-02-14,Phone Case Armor,Electronics,North,1,12.99,0.0,32.65,12.99,0,0.9
ORD-107037,2022-02-14,Running Shoes Flex,Sports & Fitness,Central,5,47.99,0.2,16.46,239.95,0,0.9
ORD-107026,2022-02-14,Sunglasses UV400,Accessories,West,3,16.19,0.1,16.27,48.57,0,0.9
ORD-107023,2022-02-14,Aroma Diffuser Mini,Home & Kitchen,North,4,29.99,0.0,9.19,119.96,0,0.9
ORD-107039,2022-02-14,Insulated Steel Bottle,Home & Kitchen,West,1,19.99,0.0,31.65,19.99,0,0.9
ORD-107031,2022-02-14,Insulated Steel Bottle,Home & Kitchen,Central,2,19.99,0.0,11.19,39.98,0,0.9
ORD-107048,2022-02-15,Insulated Steel Bottle,Home & Kitchen,Central,5,15.99,0.2,0.9,79.95,0,0.9
ORD-107054,2022-02-15,Wireless Earbuds Pro,Electronics,North,3,39.99,0.0,25.79,119.97,0,0.9
ORD-107051,2022-02-15,LED Desk Lamp,Electronics,East,2,27.5,0.0,35.61,55.0,0,0.9
ORD-107052,2022-02-15,Running Shoes Flex,Sports & Fitness,West,4,59.99,0.0,33.51,239.96,0,0.9
ORD-107053,2022-02-15,Backpack Urban,Accessories,North,4,42.0,0.0,20.66,168.0,0,0.9
ORD-107047,2022-02-15,Sunglasses UV400,Accessories,South,1,17.99,0.0,33.86,17.99,0,0.9
ORD-107049,2022-02-15,Leather Wallet Classic,Accessories,North,5,20.25,0.1,38.45,101.25,0,0.9
ORD-107050,2022-02-15,Ceramic Knife Set,Home & Kitchen,North,1,34.99,0.0,30.46,34.99,0,0.9
ORD-107056,2022-02-15,Backpack Urban,Accessories,North,4,42.0,0.0,38.66,168.0,0,0.9
ORD-107043,2022-02-15,LED Desk Lamp,Electronics,West,4,27.5,0.0,26.81,110.0,0,0.9
ORD-107046,2022-02-15,Ceramic Knife Set,Home & Kitchen,central,3,34.99,0.0,32.82,104.97,0,0.9
ORD-107055,2022-02-15,Backpack Urban,Accessories,East,2,42.0,0.0,14.76,84.0,0,0.9
ORD-107042,2022-02-15,Aroma Diffuser Mini,Home & Kitchen,South,5,29.99,0.0,0.02,149.95,0,0.9
ORD-107044,2022-02-15,Aroma Diffuser Mini,Home & Kitchen,Central,4,29.99,0.0,22.43,119.96,0,0.9
ORD-107045,2022-02-15,Aroma Diffuser Mini,Home & Kitchen,Central,5,29.99,0.0,34.56,149.95,0,0.9
ORD-107060,2022-02-16,Ceramic Knife Set,Home & Kitchen,East,1,34.99,0.0,32.71,34.99,0,0.9
ORD-107063,2022-02-16,Phone Case Armor,Electronics,North,5,11.69,0.1,24.49,58.45,0,0.9
ORD-107059,2022-02-16,LED Desk Lamp,Electronics,Central,4,27.5,0.0,1.21,110.0,0,0.9
ORD-107064,2022-02-16,LED Desk Lamp,Electronics,Central,3,27.5,0.0,24.07,82.5,0,0.9
ORD-107062,2022-02-16,LED Desk Lamp,Electronics,North,4,27.5,0.0,32.09,110.0,0,0.9
ORD-107057,2022-02-16,Wireless Earbuds Pro,Electronics,West,5,39.99,0.0,10.09,199.95,0,0.9
ORD-107058,2022-02-16,Wireless Earbuds Pro,Electronics,Central,4,39.99,0.0,12.9,159.96,0,0.9
ORD-107061,2022-02-16,Ceramic Knife Set,Home & Kitchen,North,4,34.99,0.0,25.54,139.96,0,0.9
ORD-107073,2022-02-17,Phone Case Armor,Electronics,north,2,12.99,0.0,38.68,25.98,0,0.9
ORD-107068,2022-02-17,Bluetooth Speaker XS,Electronics,North,5,45.0,0.0,32.19,225.0,0,0.9
ORD-107072,2022-02-17,Sunglasses UV400,Accessories,South,3,17.99,0.0,28.5,53.97,0,0.9
ORD-107066,2022-02-17,LED Desk Lamp,Electronics,South,2,27.5,0.0,21.76,55.0,0,0.9
ORD-107074,2022-02-17,Aroma Diffuser Mini,Home & Kitchen,West,2,29.99,0.0,8.58,59.98,0,0.9
ORD-107065,2022-02-17,Insulated Steel Bottle,Home & Kitchen,East,3,19.99,0.0,4.45,59.97,0,0.9
ORD-107070,2022-02-17,Ceramic Knife Set,Home & Kitchen,South,5,34.99,0.0,36.68,174.95,0,0.9
ORD-107076,2022-02-17,Running Shoes Flex,Sports & Fitness,South,4,53.99,0.1,5.25,215.96,0,0.9
ORD-107069,2022-02-17,Wireless Earbuds Pro,Electronics,South,1,39.99,0.0,18.05,39.99,0,0.9
ORD-107071,2022-02-17,Leather Wallet Classic,Accessories,Central,5,22.5,0.0,26.01,112.5,0,0.9
ORD-107075,2022-02-17,Running Shoes Flex,Sports & Fitness,North,4,59.99,0.0,30.0,239.96,0,0.9
ORD-107067,2022-02-17,Running Shoes Flex,Sports & Fitness,North,3,59.99,0.0,28.59,179.97,0,0.9
ORD-107084,2022-02-18,LED Desk Lamp,Electronics,North,4,24.75,0.1,15.88,99.0,0,0.9
ORD-107085,2022-02-18,Aroma Diffuser Mini,Home & Kitchen,West,2,26.99,0.1,24.8,53.98,0,0.9
ORD-107080,2022-02-18,Bluetooth Speaker XS,Electronics,East,4,45.0,0.0,5.66,180.0,0,0.9
ORD-107082,2022-02-18,Aroma Diffuser Mini,Home & Kitchen,Central,4,25.49,0.15,26.55,101.96,0,0.9
ORD-107083,2022-02-18,Insulated Steel Bottle,Home & Kitchen,East,1,17.99,0.1,37.77,17.99,0,0.9
ORD-107078,2022-02-18,Sunglasses UV400,Accessories,Central,1,17.99,0.0,13.18,17.99,0,0.9
ORD-107077,2022-02-18,Wireless Earbuds Pro,Electronics,Central,5,39.99,0.0,36.43,199.95,0,0.9
ORD-107079,2022-02-18,Bluetooth Speaker XS,Electronics,East,4,45.0,0.0,8.06,180.0,0,0.9
ORD-107090,2022-02-18,Bluetooth Speaker XS,Electronics,East,2,42.75,0.05,7.95,85.5,0,0.9
ORD-107091,2022-02-18,Ceramic Knife Set,Home & Kitchen,South,5,29.74,0.15,8.08,148.7,0,0.9
ORD-107087,2022-02-18,LED Desk Lamp,Electronics,West,3,27.5,0.0,24.6,82.5,0,0.9
ORD-107089,2022-02-18,Sunglasses UV400,Accessories,west,1,17.99,0.0,19.08,17.99,0,0.9
ORD-107088,2022-02-18,LED Desk Lamp,Electronics,East,4,27.5,0.0,35.6,110.0,0,0.9
ORD-107081,2022-02-18,Aroma Diffuser Mini,Home & Kitchen,North,3,25.49,0.15,1.89,76.47,0,0.9
ORD-107086,2022-02-18,Phone Case Armor,Electronics,North,4,12.99,0.0,37.16,51.96,0,0.9
ORD-107097,2022-02-19,LED Desk Lamp,Electronics,South,4,27.5,0.0,23.62,110.0,0,0.9
ORD-107096,2022-02-19,Ceramic Knife Set,Home & Kitchen,South,3,34.99,0.0,11.5,104.97,0,0.9
ORD-107102,2022-02-19,Yoga Mat Pro,Sports & Fitness,South,3,24.99,0.0,10.31,74.97,0,0.9
ORD-107109,2022-02-19,Ceramic Knife Set,Home & Kitchen,North,4,34.99,0.0,30.84,139.96,0,0.9
ORD-107104,2022-02-19,Aroma Diffuser Mini,Home & Kitchen,South,5,29.99,0.0,4.22,149.95,0,0.9
ORD-107093,2022-02-19,Ceramic Knife Set,Home & Kitchen,Central,2,34.99,0.0,34.41,69.98,0,0.9
ORD-107094,2022-02-19,Wireless Earbuds Pro,Electronics,West,5,39.99,0.0,15.26,199.95,0,0.9
ORD-107114,2022-02-19,Leather Wallet Classic,Accessories,Central,4,22.5,0.0,24.88,90.0,0,0.9
ORD-107110,2022-02-19,LED Desk Lamp,Electronics,Central,1,27.5,0.0,9.55,27.5,0,0.9
ORD-107116,2022-02-19,Insulated Steel Bottle,Home & Kitchen,East,1,19.99,0.0,19.79,19.99,0,0.9
ORD-107099,2022-02-19,Sunglasses UV400,Accessories,Central,2,17.99,0.0,1.44,35.98,0,0.9
ORD-107098,2022-02-19,Insulated Steel Bottle,Home & Kitchen,South,2,19.99,0.0,24.08,39.98,0,0.9
ORD-107115,2022-02-19,Aroma Diffuser Mini,Home & Kitchen,North,2,25.49,0.15,18.39,50.98,0,0.9
ORD-107101,2022-02-19,Running Shoes Flex,Sports & Fitness,West,4,59.99,0.0,2.62,239.96,0,0.9
ORD-107107,2022-02-19,Backpack Urban,Accessories,Central,4,37.8,0.1,18.78,151.2,0,0.9
ORD-107113,2022-02-19,Running Shoes Flex,Sports & Fitness,North,2,59.99,0.0,20.38,119.98,0,0.9
ORD-107111,2022-02-19,Aroma Diffuser Mini,Home & Kitchen,East,2,29.99,0.0,14.13,59.98,0,0.9
ORD-107112,2022-02-19,Phone Case Armor,Electronics,East,2,12.99,0.0,33.4,25.98,0,0.9
ORD-107108,2022-02-19,Insulated Steel Bottle,Home & Kitchen,North,2,18.99,0.05,20.67,37.98,0,0.9
ORD-107105,2022-02-19,Aroma Diffuser Mini,Home & Kitchen,Central,3,29.99,0.0,22.59,89.97,0,0.9
ORD-107103,2022-02-19,Yoga Mat Pro,Sports & Fitness,East,3,23.74,0.05,33.88,71.22,0,0.9
ORD-107106,2022-02-19,Ceramic Knife Set,Home & Kitchen,North,4,33.24,0.05,16.6,132.96,0,0.9
ORD-107095,2022-02-19,Running Shoes Flex,Sports & Fitness,Central,1,59.99,0.0,13.97,59.99,0,0.9
ORD-107092,2022-02-19,Yoga Mat Pro,Sports & Fitness,Central,2,24.99,0.0,31.29,49.98,0,0.9
ORD-107100,2022-02-19,Leather Wallet Classic,Accessories,East,2,20.25,0.1,6.7,40.5,0,0.9
ORD-107128,2022-02-20,Backpack Urban,Accessories,Central,1,42.0,0.0,23.41,42.0,0,0.9
ORD-107130,2022-02-20,Bluetooth Speaker XS,Electronics,Central,3,45.0,0.0,0.59,135.0,0,0.9
ORD-107121,2022-02-20,Insulated Steel Bottle,Home & Kitchen,Central,5,19.99,0.0,0.71,99.95,0,0.9
ORD-107119,2022-02-20,Ceramic Knife Set,Home & Kitchen,South,5,29.74,0.15,1.19,148.7,0,0.9
ORD-107117,2022-02-20,Aroma Diffuser Mini,Home & Kitchen,Central,4,29.99,0.0,0.7,119.96,0,0.9
ORD-107129,2022-02-20,Aroma Diffuser Mini,Home & Kitchen,West,1,26.99,0.1,36.22,26.99,0,0.9
ORD-107123,2022-02-20,LED Desk Lamp,Electronics,North,4,22.0,0.2,37.19,88.0,0,0.9
ORD-107127,2022-02-20,Bluetooth Speaker XS,Electronics,West,3,45.0,0.0,0.75,135.0,0,0.9
ORD-107126,2022-02-20,Yoga Mat Pro,Sports & Fitness,South,4,24.99,0.0,3.24,99.96,0,0.9
ORD-107120,2022-02-20,Insulated Steel Bottle,Home & Kitchen,East,5,19.99,0.0,8.31,99.95,0,0.9
ORD-107124,2022-02-20,Sunglasses UV400,Accessories,West,2,17.99,0.0,39.53,35.98,0,0.9
ORD-107118,2022-02-20,Insulated Steel Bottle,Home & Kitchen,North,2,19.99,0.0,18.38,39.98,0,0.9
ORD-107131,2022-02-20,Phone Case Armor,Electronics,East,2,12.99,0.0,19.23,25.98,0,0.9
ORD-107122,2022-02-20,Ceramic Knife Set,Home & Kitchen,West,2,34.99,0.0,13.54,69.98,0,0.9
ORD-107125,2022-02-20,LED Desk Lamp,Electronics,South,4,27.5,0.0,8.29,110.0,0,0.9
ORD-107133,2022-02-21,Aroma Diffuser Mini,Home & Kitchen,East,2,29.99,0.0,15.93,59.98,0,0.9
ORD-107139,2022-02-21,Phone Case Armor,Electronics,Central,1,12.34,0.05,6.78,12.34,0,0.9
ORD-107140,2022-02-21,Backpack Urban,Accessories,South,1,42.0,0.0,13.03,42.0,0,0.9
ORD-107137,2022-02-21,Aroma Diffuser Mini,Home & Kitchen,South,4,,0.0,20.02,119.96,0,0.9
ORD-107136,2022-02-21,Leather Wallet Classic,Accessories,East,3,20.25,0.1,26.73,60.75,0,0.9
ORD-107134,2022-02-21,Ceramic Knife Set,Home & Kitchen,North,2,34.99,0.0,34.57,69.98,0,0.9
ORD-107138,2022-02-21,Wireless Earbuds Pro,Electronics,Central,3,39.99,0.0,23.83,119.97,0,0.9
ORD-107132,2022-02-21,Aroma Diffuser Mini,Home & Kitchen,South,5,23.99,0.2,27.91,119.95,0,0.9
ORD-107141,2022-02-21,Sunglasses UV400,Accessories,West,3,17.99,0.0,23.36,53.97,0,0.9
ORD-107135,2022-02-21,Insulated Steel Bottle,Home & Kitchen,North,3,19.99,0.0,20.98,59.97,0,0.9
ORD-107156,2022-02-22,Sunglasses UV400,Accessories,South,2,17.09,0.05,38.89,34.18,0,0.9
ORD-107144,2022-02-22,Bluetooth Speaker XS,Electronics,East,2,45.0,0.0,37.43,90.0,0,0.9
ORD-107157,2022-02-22,Backpack Urban,Accessories,Central,5,42.0,0.0,37.11,210.0,0,0.9
ORD-107153,2022-02-22,Leather Wallet Classic,Accessories,West,2,21.38,0.05,26.66,42.76,0,0.9
ORD-107150,2022-02-22,Running Shoes Flex,Sports & Fitness,West,1,59.99,0.0,25.84,59.99,0,0.9
ORD-107146,2022-02-22,Bluetooth Speaker XS,Electronics,West,3,45.0,0.0,38.55,135.0,0,0.9
ORD-107142,2022-02-22,Wireless Earbuds Pro,Electronics,West,3,39.99,0.0,0.33,119.97,0,0.9
ORD-107151,2022-02-22,Bluetooth Speaker XS,Electronics,Central,4,45.0,0.0,22.55,180.0,0,0.9
ORD-107148,2022-02-22,Running Shoes Flex,Sports & Fitness,West,5,59.99,0.0,15.25,299.95,0,0.9
ORD-107147,2022-02-22,Phone Case Armor,Electronics,Central,1,12.99,0.0,28.97,12.99,0,0.9
ORD-107143,2022-02-22,Backpack Urban,Accessories,North,5,42.0,0.0,14.47,210.0,0,0.9
ORD-107154,2022-02-22,Leather Wallet Classic,Accessories,West,3,22.5,0.0,14.47,67.5,0,0.9
ORD-107155,2022-02-22,Phone Case Armor,Electronics,Central,2,12.34,0.05,15.93,24.68,0,0.9
ORD-107149,2022-02-22,Leather Wallet Classic,Accessories,Central,1,22.5,0.0,20.02,22.5,0,0.9
ORD-107145,2022-02-22,Phone Case Armor,Electronics,North,5,12.99,0.0,39.59,64.95,0,0.9
ORD-107152,2022-02-22,Ceramic Knife Set,Home & Kitchen,South,3,31.49,0.1,16.87,94.47,0,0.9
ORD-107163,2022-02-23,Sunglasses UV400,Accessories,East,2,16.19,0.1,15.07,32.38,0,0.9
ORD-107159,2022-02-23,LED Desk Lamp,Electronics,North,5,27.5,0.0,34.84,137.5,0,0.9
ORD-107168,2022-02-23,Bluetooth Speaker XS,Electronics,West,5,45.0,0.0,19.06,225.0,0,0.9
ORD-107160,2022-02-23,Insulated Steel Bottle,Home & Kitchen,Central,4,19.99,0.0,17.25,79.96,0,0.9
ORD-107167,2022-02-23,Phone Case Armor,Electronics,General,2,,0.0,20.02,25.98,0,0.9
ORD-107164,2022-02-23,Phone Case Armor,Electronics,West,5,12.99,0.0,18.45,64.95,0,0.9
ORD-107158,2022-02-23,Insulated Steel Bottle,Home & Kitchen,South,5,19.99,0.0,3.19,99.95,0,0.9
ORD-107166,2022-02-23,Running Shoes Flex,Sports & Fitness,Central,1,59.99,0.0,26.59,59.99,0,0.9
ORD-107162,2022-02-23,Aroma Diffuser Mini,Home & Kitchen,South,4,29.99,0.0,28.56,119.96,0,0.9
ORD-107165,2022-02-23,Backpack Urban,Accessories,East,4,42.0,0.0,35.58,168.0,0,0.9
ORD-107161,2022-02-23,Aroma Diffuser Mini,Home & Kitchen,South,3,29.99,0.0,32.06,89.97,0,0.9
ORD-107174,2022-02-24,Leather Wallet Classic,Accessories,South,5,21.38,0.05,24.99,106.9,0,0.9
ORD-107179,2022-02-24,Backpack Urban,Accessories,North,3,42.0,0.0,22.17,126.0,0,0.9
ORD-107178,2022-02-24,Ceramic Knife Set,Home & Kitchen,Central,4,34.99,0.0,24.56,139.96,0,0.9
ORD-107169,2022-02-24,Wireless Earbuds Pro,Electronics,East,5,39.99,0.0,27.83,199.95,0,0.9
ORD-107177,2022-02-24,Phone Case Armor,Electronics,West,3,12.99,0.0,16.83,38.97,0,0.9
ORD-107175,2022-02-24,Ceramic Knife Set,Home & Kitchen,West,4,31.49,0.1,14.86,125.96,0,0.9
ORD-107173,2022-02-24,Phone Case Armor,Electronics,central,5,12.99,0.0,5.69,64.95,0,0.9
ORD-107176,2022-02-24,Bluetooth Speaker XS,Electronics,Central,3,45.0,0.0,1.99,135.0,0,0.9
ORD-107180,2022-02-24,Ceramic Knife Set,Home & Kitchen,South,5,34.99,0.0,23.32,174.95,0,0.9
ORD-107170,2022-02-24,Wireless Earbuds Pro,Electronics,North,1,39.99,0.0,6.15,39.99,0,0.9
ORD-107172,2022-02-24,Bluetooth Speaker XS,Electronics,West,2,45.0,0.0,16.44,90.0,0,0.9
ORD-107171,2022-02-24,Sunglasses UV400,Accessories,South,5,17.99,0.0,4.24,89.95,0,0.9
ORD-107185,2022-02-25,Backpack Urban,Accessories,Central,1,42.0,0.0,34.78,42.0,0,0.9
ORD-107189,2022-02-25,Leather Wallet Classic,Accessories,East,3,22.5,0.0,10.7,67.5,0,0.9
ORD-107188,2022-02-25,Ceramic Knife Set,Home & Kitchen,West,3,34.99,0.0,21.86,104.97,0,0.9
ORD-107186,2022-02-25,Yoga Mat Pro,Sports & Fitness,North,2,24.99,0.0,28.11,49.98,0,0.9
ORD-107191,2022-02-25,Bluetooth Speaker XS,Electronics,South,4,40.5,0.1,18.63,162.0,0,0.9
ORD-107190,2022-02-25,Sunglasses UV400,Accessories,Central,3,14.39,0.2,17.35,43.17,0,0.9
ORD-107187,2022-02-25,Running Shoes Flex,Sports & Fitness,Central,3,59.99,0.0,2.59,179.97,0,0.9
ORD-107194,2022-02-25,Leather Wallet Classic,Accessories,South,4,22.5,0.0,26.68,90.0,0,0.9
ORD-107193,2022-02-25,Yoga Mat Pro,Sports & Fitness,North,1,24.99,0.0,38.89,24.99,0,0.9
ORD-107183,2022-02-25,Wireless Earbuds Pro,Electronics,South,4,39.99,0.0,6.83,159.96,0,0.9
ORD-107182,2022-02-25,Backpack Urban,Accessories,North,3,42.0,0.0,33.99,126.0,0,0.9
ORD-107195,2022-02-25,Insulated Steel Bottle,Home & Kitchen,East,1,19.99,0.0,18.48,19.99,0,0.9
ORD-107181,2022-02-25,Yoga Mat Pro,Sports & Fitness,South,2,24.99,0.0,6.24,49.98,0,0.9
ORD-107192,2022-02-25,Insulated Steel Bottle,Home & Kitchen,North,2,16.99,0.15,4.81,33.98,0,0.9
ORD-107184,2022-02-25,Phone Case Armor,Electronics,West,3,12.99,0.0,23.58,38.97,0,0.9
ORD-107199,2022-02-26,Insulated Steel Bottle,Home & Kitchen,East,4,19.99,0.0,8.52,79.96,0,0.9
ORD-107196,2022-02-26,Bluetooth Speaker XS,Electronics,North,5,45.0,0.0,12.74,225.0,0,0.9
ORD-107210,2022-02-26,Backpack Urban,Accessories,Central,5,42.0,0.0,32.73,210.0,0,0.9
ORD-107204,2022-02-26,Leather Wallet Classic,Accessories,East,2,22.5,0.0,22.75,45.0,0,0.9
ORD-107207,2022-02-26,Leather Wallet Classic,Accessories,Central,5,22.5,0.0,24.2,112.5,0,0.9
ORD-107205,2022-02-26,Ceramic Knife Set,Home & Kitchen,North,3,34.99,0.0,33.14,104.97,0,0.9
