date,product,units,price,discount,marketing_spend,region,returned
2022-05-18,Smart Fitness Watch,6.0,148.94,0.0,496.43,Europe,0
2022-05-18,Insulated Steel Bottle,3.0,30.85,0.0,333.12,Europe,0
2022-05-19,Wireless Earbuds Pro,16.0,195.19,0.1,216.63,North America,0
2022-05-20,Ceramic Knife Set,8.0,88.38,0.0,151.77,Europe,0
2022-05-26,Insulated Steel Bottle,2.0,28.27,0.0,442.77,Latin America,0
2022-05-26,Smart Fitness Watch,17.0,147.11,0.0,416.55,Latin America,0
2022-05-28,Smart Fitness Watch,9.0,149.88,0.0,155.27,Latin America,0
2022-05-29,Smart Fitness Watch,12.0,146.88,0.0,140.28,North America,0
2022-05-30,Wireless Earbuds Pro,3.0,197.05,0.05,371.81,North America,0
2022-05-31,Insulated Steel Bottle,11.0,30.28,0.0,191.73,Latin America,0
2022-05-31,Aroma Diffuser Mini,1.0,51.25,0.15,187.88,Latin America,0
2022-05-31,Ceramic Knife Set,23.0,88.89,0.1,118.53,Latin America,0
2022-06-01,Bluetooth Speaker XS,13.0,77.17,0.0,168.79,Asia Pacific,0
2022-06-02,Insulated Steel Bottle,,27.94,0.15,242.38,Latin America,0
2022-06-04,Smart Fitness Watch,5.0,150.51,0.0,379.78,Europe,0
2022-06-05,Aroma Diffuser Mini,21.0,49.17,0.0,201.34,Asia Pacific,0
2022-06-05,Bluetooth Speaker XS,17.0,78.85,0.0,197.87,Asia Pacific,1
2022-06-05,Bluetooth Speaker XS,23.0,79.47,0.0,178.21,North America,0
2022-06-08,Ergonomic Desk Chair,24.0,248.94,0.05,265.23,Europe,0
2022-06-09,Insulated Steel Bottle,6.0,31.32,0.1,131.29,North America,0
2022-06-10,Wireless Earbuds Pro,21.0,197.88,0.0,268.53,North America,0
2022-06-10,Insulated Steel Bottle,22.0,27.7,0.1,366.88,Europe,0
2022-06-10,Aroma Diffuser Mini,11.0,46.92,0.0,63.41,North America,0
2022-06-11,Bluetooth Speaker XS,18.0,78.19,0.1,54.4,Europe,0
2022-06-14,Insulated Steel Bottle,4.0,27.36,0.0,83.81,Europe,0
2022-06-16,Wireless Earbuds Pro,3.0,199.33,0.0,291.05,North America,0
2022-06-21,Ergonomic Desk Chair,13.0,249.03,0.0,434.5,Latin America,0
2022-06-21,Insulated Steel Bottle,23.0,27.38,0.0,52.2,North America,0
2022-06-22,Ceramic Knife Set,9.0,89.88,0.05,471.5,Asia Pacific,0
2022-06-24,Ergonomic Desk Chair,21.0,251.28,0.1,97.83,North America,0
2022-06-25,Wireless Earbuds Pro,6.0,199.54,0.0,428.89,Europe,0
2022-06-26,Aroma Diffuser Mini,12.0,45.18,0.1,267.28,Asia Pacific,0
2022-06-30,Bluetooth Speaker XS,2.0,81.98,0.05,346.71,Europe,0
2022-07-01,Insulated Steel Bottle,3.0,30.12,0.15,279.81,Latin America,0
2022-07-03,Wireless Earbuds Pro,3.0,201.93,0.0,264.67,Latin America,0
2022-07-05,Ergonomic Desk Chair,12.0,250.64,0.0,425.7,Asia Pacific,0
2022-07-07,Ceramic Knife Set,15.0,90.94,0.15,390.15,Latin America,0
2022-07-07,Wireless Earbuds Pro,9.0,199.31,0.05,267.53,Latin America,0
2022-07-11,Mechanical Keyboard RGB,23.0,128.61,0.0,100.24,North America,0
2022-07-13,Smart Fitness Watch,8.0,149.56,0.0,101.93,North America,0
2022-07-14,Ceramic Knife Set,11.0,87.94,0.0,410.69,Latin America,0
2022-07-17,Ergonomic Desk Chair,16.0,249.65,0.05,288.23,Latin America,0
2022-07-17,Aroma Diffuser Mini,22.0,45.06,0.1,266.72,North America,0
2022-07-18,Bluetooth Speaker XS,4.0,79.06,0.0,356.26,Latin America,0
2022-07-18,Ergonomic Desk Chair,1.0,251.02,0.05,436.48,Latin America,0
2022-07-21,Smart Fitness Watch,24.0,149.14,0.05,332.99,Europe,0
2022-07-24,Aroma Diffuser Mini,7.0,51.59,0.05,393.28,Latin America,0
2022-07-24,Insulated Steel Bottle,2.0,28.6,0.05,394.37,Asia Pacific,0
2022-07-24,Wireless Earbuds Pro,24.0,200.5,0.1,210.32,Europe,0
2022-07-26,Mechanical Keyboard RGB,5.0,127.68,0.0,173.34,Asia Pacific,0
2022-07-29,Ceramic Knife Set,7.0,90.44,0.15,410.52,Latin America,0
2022-07-29,Ceramic Knife Set,4.0,89.35,0.0,219.73,North America,0
2022-07-29,Wireless Earbuds Pro,5.0,198.67,0.0,456.5,Europe,0
2022-08-01,Mechanical Keyboard RGB,24.0,125.14,0.0,81.36,North America,0
2022-08-03,Wireless Earbuds Pro,1.0,198.62,0.0,76.2,Europe,0
2022-08-04,Insulated Steel Bottle,1.0,29.32,0.0,,North America,0
2022-08-07,Smart Fitness Watch,15.0,150.24,0.0,341.8,Europe,0
2022-08-09,Aroma Diffuser Mini,20.0,51.34,0.1,220.82,Europe,0
2022-08-10,Ergonomic Desk Chair,19.0,252.05,0.0,389.78,Asia Pacific,0
2022-08-11,Ceramic Knife Set,10.0,,0.1,352.55,North America,0
2022-08-12,Insulated Steel Bottle,18.0,28.16,0.0,289.04,Asia Pacific,0
2022-08-14,Aroma Diffuser Mini,3.0,48.54,0.15,94.49,Asia Pacific,0
2022-08-15,Insulated Steel Bottle,11.0,30.11,0.1,415.48,North America,0
2022-08-16,Mechanical Keyboard RGB,15.0,129.78,0.0,439.71,Europe,0
2022-08-16,Ceramic Knife Set,11.0,91.44,0.1,127.48,Asia Pacific,0
2022-08-19,Ergonomic Desk Chair,17.0,252.72,0.05,432.73,North America,0
2022-08-24,Wireless Earbuds Pro,17.0,202.4,0.1,445.03,Europe,0
2022-08-24,Wireless Earbuds Pro,6.0,201.24,0.05,297.24,Asia Pacific,0
2022-08-27,Aroma Diffuser Mini,5.0,49.79,0.05,345.28,Asia Pacific,0
2022-08-27,Ergonomic Desk Chair,8.0,251.02,0.1,222.01,Asia Pacific,0
2022-08-30,Smart Fitness Watch,2.0,151.49,0.0,176.81,Europe,0
2022-08-30,Bluetooth Speaker XS,16.0,78.78,0.0,374.89,Asia Pacific,0
2022-08-31,Mechanical Keyboard RGB,20.0,128.2,0.1,437.84,Europe,0
2022-09-01,Aroma Diffuser Mini,,47.85,0.0,344.33,Latin America,0
2022-09-02,Bluetooth Speaker XS,12.0,77.69,0.0,280.22,Asia Pacific,0
2022-09-07,Insulated Steel Bottle,6.0,26.93,0.0,121.52,Latin America,0
2022-09-08,Mechanical Keyboard RGB,1.0,129.37,0.0,74.06,North America,0
2022-09-09,Insulated Steel Bottle,4.0,27.5,0.2,250.56,Asia Pacific,0
2022-09-15,Smart Fitness Watch,17.0,147.82,0.0,72.21,North America,1
2022-09-16,Ergonomic Desk Chair,13.0,250.05,0.0,,North America,0
2022-09-16,Ceramic Knife Set,18.0,89.27,0.05,222.23,North America,0
2022-09-17,Mechanical Keyboard RGB,5.0,129.64,0.1,390.74,Latin America,1
2022-09-18,Bluetooth Speaker XS,24.0,81.05,0.0,187.54,Europe,0
2022-09-20,Smart Fitness Watch,24.0,150.3,0.0,316.84,Latin America,0
2022-09-21,Ceramic Knife Set,3.0,91.28,0.15,291.96,Latin America,0
2022-09-22,Wireless Earbuds Pro,11.0,199.12,0.05,52.12,North America,0
2022-09-26,Bluetooth Speaker XS,13.0,81.42,0.0,82.58,Asia Pacific,0
2022-09-26,Aroma Diffuser Mini,4.0,49.54,0.0,180.67,Europe,0
2022-09-27,Wireless Earbuds Pro,14.0,199.25,0.0,447.01,North America,0
2022-09-28,Smart Fitness Watch,22.0,151.19,0.0,116.16,Europe,0
2022-09-29,Wireless Earbuds Pro,11.0,197.69,0.0,369.9,Latin America,0
2022-10-01,Aroma Diffuser Mini,10.0,52.04,0.15,488.01,Europe,0
2022-10-02,Mechanical Keyboard RGB,19.0,128.58,0.0,405.76,Europe,0
2022-10-03,Wireless Earbuds Pro,18.0,197.17,0.1,159.33,Asia Pacific,0
2022-10-04,Ergonomic Desk Chair,6.0,249.98,0.0,458.76,North America,0
2022-10-08,Bluetooth Speaker XS,15.0,78.43,0.1,91.9,Europe,0
2022-10-08,Ceramic Knife Set,21.0,92.04,0.1,260.66,Europe,0
2022-10-09,Wireless Earbuds Pro,10.0,198.35,0.0,449.39,Latin America,0
2022-10-11,Bluetooth Speaker XS,5.0,79.47,0.05,338.57,Latin America,0
2022-10-15,Insulated Steel Bottle,5.0,26.86,0.0,236.14,Europe,0
2022-10-16,Bluetooth Speaker XS,10.0,80.22,0.15,181.77,North America,0
2022-10-19,Ceramic Knife Set,5.0,87.83,0.15,218.79,Europe,0
2022-10-21,Bluetooth Speaker XS,3.0,80.04,0.0,279.02,Europe,0
2022-10-22,Aroma Diffuser Mini,23.0,48.36,0.0,,Asia Pacific,0
2022-10-24,Smart Fitness Watch,6.0,145.93,0.0,486.04,North America,0
2022-10-24,Ceramic Knife Set,4.0,89.2,0.1,469.88,Asia Pacific,0
2022-10-26,Smart Fitness Watch,18.0,149.13,0.0,441.8,North America,0
2022-10-26,Mechanical Keyboard RGB,9.0,130.32,0.0,239.82,North America,0
2022-10-29,Smart Fitness Watch,17.0,151.33,0.0,361.09,North America,0
2022-10-30,Insulated Steel Bottle,13.0,,0.0,456.27,Asia Pacific,0
2022-11-03,Aroma Diffuser Mini,15.0,50.3,0.1,432.69,Asia Pacific,0
2022-11-05,Mechanical Keyboard RGB,20.0,129.42,0.0,236.45,Asia Pacific,0
2022-11-06,Bluetooth Speaker XS,17.0,76.86,0.05,100.57,Latin America,0
2022-11-07,Ceramic Knife Set,13.0,89.3,0.0,84.03,Asia Pacific,0
2022-11-13,Insulated Steel Bottle,16.0,29.32,0.0,309.68,Latin America,0
2022-11-13,Aroma Diffuser Mini,22.0,48.7,0.05,339.18,Latin America,0
2022-11-15,Mechanical Keyboard RGB,4.0,129.95,0.2,432.43,Latin America,0
2022-11-16,Mechanical Keyboard RGB,5.0,130.68,0.1,181.63,Europe,0
2022-11-16,Insulated Steel Bottle,5.0,27.77,0.0,125.36,Europe,0
2022-11-16,Ergonomic Desk Chair,9.0,247.75,0.0,220.55,Europe,0
2022-11-16,Bluetooth Speaker XS,17.0,78.79,0.15,209.11,Latin America,0
2022-11-18,Insulated Steel Bottle,13.0,28.08,0.0,109.61,Latin America,0
2022-11-20,Mechanical Keyboard RGB,2.0,126.54,0.0,352.53,North America,0
2022-11-20,Wireless Earbuds Pro,13.0,197.51,0.15,278.91,Latin America,0
2022-11-21,Aroma Diffuser Mini,22.0,47.15,0.1,374.51,Europe,0
2022-11-24,Insulated Steel Bottle,21.0,30.81,0.2,208.71,Latin America,0
2022-11-24,Ergonomic Desk Chair,23.0,251.55,0.15,196.57,Latin America,0
2022-11-26,Mechanical Keyboard RGB,19.0,127.36,0.15,262.66,North America,0
2022-11-28,Bluetooth Speaker XS,3.0,79.82,0.0,444.83,Latin America,0
2022-11-30,Smart Fitness Watch,10.0,150.31,0.0,68.13,Asia Pacific,0
2022-11-30,Mechanical Keyboard RGB,2.0,126.76,0.05,412.17,North America,0
2022-12-01,Bluetooth Speaker XS,13.0,79.24,0.05,216.04,Latin America,0
2022-12-01,Insulated Steel Bottle,19.0,32.8,0.0,434.58,Latin America,0
2022-12-01,Bluetooth Speaker XS,17.0,80.02,0.0,410.99,North America,0
2022-12-03,Ceramic Knife Set,21.0,88.63,0.0,206.94,Latin America,0
2022-12-04,Ceramic Knife Set,14.0,88.16,0.05,362.24,Europe,0
2022-12-05,Ceramic Knife Set,12.0,85.97,0.0,121.83,Asia Pacific,0
2022-12-05,Ergonomic Desk Chair,21.0,249.71,0.0,453.33,Asia Pacific,0
2022-12-06,Ergonomic Desk Chair,,251.92,0.05,232.02,Europe,0
2022-12-08,Wireless Earbuds Pro,11.0,197.78,0.1,255.03,Latin America,0
2022-12-10,Ergonomic Desk Chair,7.0,246.1,0.0,367.59,Latin America,0
2022-12-11,Smart Fitness Watch,4.0,,0.05,419.38,Asia Pacific,0
2022-12-11,Insulated Steel Bottle,19.0,30.32,0.1,156.35,Latin America,0
2022-12-11,Mechanical Keyboard RGB,1.0,128.36,0.0,347.61,Asia Pacific,0
2022-12-11,Mechanical Keyboard RGB,24.0,127.77,0.0,226.4,Asia Pacific,0
2022-12-12,Wireless Earbuds Pro,3.0,199.03,0.0,215.92,Europe,0
2022-12-13,Ergonomic Desk Chair,13.0,,0.0,360.51,Asia Pacific,0
2022-12-15,Smart Fitness Watch,15.0,146.92,0.15,224.23,Latin America,0
2022-12-15,Bluetooth Speaker XS,2.0,78.67,0.0,205.75,Latin America,0
2022-12-15,Wireless Earbuds Pro,11.0,198.25,0.05,426.15,North America,0
2022-12-15,Smart Fitness Watch,4.0,148.04,0.0,95.57,Latin America,1
2022-12-17,Bluetooth Speaker XS,19.0,77.47,0.0,354.15,North America,0
2022-12-17,Smart Fitness Watch,17.0,150.41,0.05,161.93,Asia Pacific,0
2022-12-18,Bluetooth Speaker XS,3.0,78.03,0.0,56.97,Latin America,0
2022-12-19,Aroma Diffuser Mini,18.0,46.01,0.0,125.04,Europe,0
2022-12-24,Smart Fitness Watch,8.0,149.4,0.0,323.0,Europe,0
2022-12-25,Mechanical Keyboard RGB,22.0,130.09,0.0,369.11,Europe,0
2022-12-26,Ceramic Knife Set,24.0,87.81,0.05,59.48,Asia Pacific,0
2022-12-27,Ergonomic Desk Chair,19.0,248.16,0.0,66.39,Asia Pacific,0
2022-12-28,Bluetooth Speaker XS,5.0,78.03,0.15,456.14,North America,0
2022-12-28,Aroma Diffuser Mini,7.0,48.48,0.05,82.99,Europe,0
2022-12-30,Smart Fitness Watch,21.0,150.66,0.0,452.38,North America,0
2022-12-30,Mechanical Keyboard RGB,8.0,128.83,0.0,152.67,North America,0
2022-12-30,Ceramic Knife Set,5.0,90.26,0.0,383.01,Latin America,0
2023-01-01,Bluetooth Speaker XS,17.0,77.55,0.1,189.38,Latin America,0
2023-01-01,Smart Fitness Watch,,148.42,0.0,436.44,Europe,0
2023-01-03,Smart Fitness Watch,4.0,150.43,0.1,365.2,Asia Pacific,0
2023-01-06,Bluetooth Speaker XS,22.0,77.79,0.0,230.82,Latin America,0
2023-01-08,Wireless Earbuds Pro,19.0,200.52,0.1,84.34,Asia Pacific,1
2023-01-09,Wireless Earbuds Pro,21.0,198.06,0.0,379.72,North America,0
2023-01-10,Mechanical Keyboard RGB,2.0,128.52,0.15,327.6,North America,0
2023-01-11,Ceramic Knife Set,11.0,91.51,0.0,51.31,North America,1
2023-01-16,Bluetooth Speaker XS,22.0,78.35,0.0,54.24,North America,0
2023-01-18,Mechanical Keyboard RGB,13.0,129.22,0.0,413.96,Europe,0
2023-01-18,Mechanical Keyboard RGB,15.0,129.92,0.0,166.73,North America,0
2023-01-20,Insulated Steel Bottle,12.0,29.34,0.2,336.26,Latin America,0
2023-01-21,Smart Fitness Watch,22.0,149.38,0.0,254.4,North America,0
2023-01-21,Ergonomic Desk Chair,21.0,248.92,0.0,438.54,Asia Pacific,0
2023-01-24,Smart Fitness Watch,22.0,147.05,0.05,462.63,Latin America,0
2023-01-24,Wireless Earbuds Pro,11.0,199.52,0.0,498.56,Asia Pacific,0
2023-01-25,Ceramic Knife Set,7.0,87.9,0.05,119.16,Asia Pacific,0
2023-01-25,Smart Fitness Watch,5.0,150.16,0.05,438.33,Europe,0
2023-01-28,Bluetooth Speaker XS,17.0,81.06,0.0,169.71,Europe,0
2023-01-29,Mechanical Keyboard RGB,24.0,126.29,0.15,315.87,Asia Pacific,1
2023-01-29,Bluetooth Speaker XS,20.0,81.06,0.0,277.6,Asia Pacific,0
2023-01-29,Insulated Steel Bottle,9.0,28.38,0.0,58.09,North America,0
2023-01-31,Ceramic Knife Set,14.0,88.8,0.1,469.75,Latin America,0
2023-02-02,Mechanical Keyboard RGB,12.0,127.63,0.05,85.25,North America,0
2023-02-02,Bluetooth Speaker XS,6.0,79.28,0.0,359.7,Europe,0
2023-02-02,Wireless Earbuds Pro,17.0,199.1,0.05,403.25,Europe,0
2023-02-03,Ergonomic Desk Chair,,250.62,0.0,407.88,North America,0
2023-02-03,Insulated Steel Bottle,19.0,27.89,0.0,110.97,Latin America,0
2023-02-06,Ceramic Knife Set,16.0,91.49,0.15,251.41,Asia Pacific,0
2023-02-08,Insulated Steel Bottle,12.0,30.0,0.0,423.24,North America,0
2023-02-09,Wireless Earbuds Pro,12.0,199.14,0.0,,Europe,0
2023-02-10,Ceramic Knife Set,20.0,88.73,0.1,260.49,Latin America,0
2023-02-11,Insulated Steel Bottle,6.0,28.54,0.2,172.76,Europe,0
2023-02-13,Aroma Diffuser Mini,23.0,48.64,0.0,258.6,Latin America,0
2023-02-14,Wireless Earbuds Pro,4.0,199.25,0.05,449.53,Latin America,0
2023-02-15,Wireless Earbuds Pro,6.0,198.69,0.05,254.81,Latin America,0
2023-02-15,Wireless Earbuds Pro,11.0,198.04,0.15,300.16,North America,0
2023-02-17,Aroma Diffuser Mini,1.0,49.26,0.15,231.79,North America,0
2023-02-17,Aroma Diffuser Mini,24.0,47.75,0.0,257.05,North America,0
2023-02-18,Bluetooth Speaker XS,23.0,79.48,0.0,56.83,Latin America,0
2023-02-19,Mechanical Keyboard RGB,15.0,128.67,0.0,177.69,Latin America,0
2023-02-20,Ergonomic Desk Chair,11.0,250.05,0.1,246.46,Europe,0
2023-02-24,Insulated Steel Bottle,19.0,30.48,0.05,335.21,Asia Pacific,0
2023-03-03,Bluetooth Speaker XS,18.0,80.48,0.05,252.52,North America,0
2023-03-03,Insulated Steel Bottle,17.0,,0.2,202.02,Latin America,0
2023-03-04,Ergonomic Desk Chair,19.0,249.65,0.0,224.64,Europe,0
2023-03-05,Mechanical Keyboard RGB,21.0,128.52,0.0,159.03,Europe,0
2023-03-05,Aroma Diffuser Mini,14.0,50.02,0.0,466.02,Europe,0
2023-03-05,Mechanical Keyboard RGB,18.0,130.19,0.0,284.78,North America,0
2023-03-07,Aroma Diffuser Mini,19.0,46.65,0.0,56.03,North America,0
2023-03-07,Ergonomic Desk Chair,15.0,249.57,0.0,58.75,Asia Pacific,0
2023-03-08,Mechanical Keyboard RGB,15.0,,0.05,487.83,Europe,1
2023-03-09,Bluetooth Speaker XS,4.0,78.47,0.15,149.65,North America,0
2023-03-09,Ceramic Knife Set,7.0,88.14,0.05,412.52,Europe,0
2023-03-11,Bluetooth Speaker XS,13.0,78.37,0.05,76.22,Latin America,1
2023-03-16,Insulated Steel Bottle,3.0,26.74,0.0,464.52,Europe,0
2023-03-16,Bluetooth Speaker XS,16.0,79.19,0.1,443.49,Asia Pacific,0
2023-03-16,Ergonomic Desk Chair,9.0,249.04,0.1,306.99,North America,0
2023-03-18,Wireless Earbuds Pro,8.0,199.3,0.05,,Latin America,0
2023-03-20,Insulated Steel Bottle,20.0,29.62,0.0,166.01,North America,0
2023-03-25,Mechanical Keyboard RGB,13.0,127.8,0.0,233.07,Latin America,0
2023-03-26,Insulated Steel Bottle,17.0,29.41,0.0,257.03,Europe,0
2023-03-26,Ceramic Knife Set,17.0,89.66,0.05,183.96,Europe,0
2023-03-26,Aroma Diffuser Mini,17.0,48.27,0.1,64.83,Asia Pacific,0
2023-03-27,Mechanical Keyboard RGB,1.0,129.63,0.15,315.56,Asia Pacific,0
2023-03-27,Smart Fitness Watch,8.0,149.12,0.0,285.87,Latin America,0
2023-03-27,Insulated Steel Bottle,19.0,28.05,0.1,177.35,Asia Pacific,0
2023-04-01,Mechanical Keyboard RGB,6.0,129.42,0.15,67.09,Asia Pacific,0
2023-04-03,Mechanical Keyboard RGB,3.0,128.56,0.0,497.57,Asia Pacific,0
2023-04-04,Mechanical Keyboard RGB,5.0,130.05,0.0,266.89,Asia Pacific,0
2023-04-05,Aroma Diffuser Mini,13.0,48.64,0.15,390.2,Europe,0
2023-04-06,Smart Fitness Watch,15.0,147.07,0.0,253.54,Asia Pacific,0
2023-04-06,Ergonomic Desk Chair,14.0,249.4,0.15,69.43,Europe,0
2023-04-07,Bluetooth Speaker XS,23.0,79.34,0.2,189.32,Europe,0
2023-04-08,Mechanical Keyboard RGB,16.0,127.38,0.05,194.05,North America,0
2023-04-09,Wireless Earbuds Pro,18.0,200.13,0.1,427.26,Europe,0
2023-04-11,Ergonomic Desk Chair,22.0,,0.1,344.4,Europe,0
2023-04-11,Ceramic Knife Set,22.0,87.7,0.05,173.94,Asia Pacific,0
2023-04-13,Aroma Diffuser Mini,11.0,48.01,0.0,485.48,Europe,0
2023-04-14,Insulated Steel Bottle,3.0,28.79,0.0,194.69,Latin America,0
2023-04-16,Aroma Diffuser Mini,22.0,47.86,0.0,499.21,Asia Pacific,0
2023-04-18,Insulated Steel Bottle,10.0,29.96,0.05,498.27,Asia Pacific,0
2023-04-18,Aroma Diffuser Mini,10.0,49.22,0.0,136.04,Asia Pacific,0
2023-04-27,Insulated Steel Bottle,21.0,27.36,0.0,190.73,North America,0
2023-04-29,Mechanical Keyboard RGB,16.0,127.77,0.0,268.72,Asia Pacific,0
2023-04-30,Bluetooth Speaker XS,12.0,80.78,0.1,348.85,Europe,0
2023-05-01,Insulated Steel Bottle,2.0,31.3,0.2,287.62,Latin America,0
2023-05-02,Smart Fitness Watch,9.0,149.81,0.2,486.25,Asia Pacific,0
2023-05-03,Insulated Steel Bottle,24.0,28.68,0.0,375.8,Asia Pacific,0
2023-05-04,Wireless Earbuds Pro,3.0,198.34,0.15,145.42,Latin America,0
2023-05-05,Insulated Steel Bottle,24.0,29.82,0.1,97.29,Asia Pacific,0
2023-05-11,Wireless Earbuds Pro,15.0,199.11,0.05,359.78,North America,0
2023-05-14,Ceramic Knife Set,3.0,86.58,0.05,121.3,Europe,0
2023-05-19,Mechanical Keyboard RGB,19.0,130.55,0.0,404.45,Latin America,0
2023-05-19,Wireless Earbuds Pro,18.0,201.02,0.15,189.97,Latin America,0
2023-05-21,Bluetooth Speaker XS,8.0,80.11,0.0,,North America,0
2023-05-23,Ergonomic Desk Chair,17.0,247.36,0.0,54.86,Europe,0
2023-05-23,Mechanical Keyboard RGB,8.0,128.04,0.05,365.46,North America,0
2023-05-24,Wireless Earbuds Pro,7.0,196.21,0.0,100.97,Europe,0
2023-05-26,Mechanical Keyboard RGB,7.0,131.39,0.0,397.8,North America,0
2023-05-27,Smart Fitness Watch,3.0,148.46,0.05,271.34,Asia Pacific,0
2023-05-27,Mechanical Keyboard RGB,1.0,132.5,0.0,402.93,North America,0
2023-05-27,Mechanical Keyboard RGB,4.0,131.93,0.1,312.77,Latin America,0
2023-05-28,Ceramic Knife Set,5.0,87.64,0.05,87.09,Latin America,0
2023-05-29,Bluetooth Speaker XS,1.0,77.94,0.05,394.54,Latin America,0
2023-05-31,Aroma Diffuser Mini,15.0,49.7,0.05,81.41,North America,0
2023-05-31,Aroma Diffuser Mini,5.0,46.37,0.05,265.42,Latin America,0
2023-06-02,Wireless Earbuds Pro,13.0,198.34,0.05,127.56,Latin America,0
2023-06-04,Mechanical Keyboard RGB,8.0,,0.05,388.55,Asia Pacific,0
2023-06-04,Wireless Earbuds Pro,8.0,201.78,0.1,460.22,Asia Pacific,0
2023-06-05,Ceramic Knife Set,5.0,89.24,0.1,299.36,Europe,1
2023-06-06,Ceramic Knife Set,9.0,88.57,0.15,287.22,Europe,0
2023-06-06,Insulated Steel Bottle,1.0,28.05,0.0,393.78,Europe,0
2023-06-12,Smart Fitness Watch,4.0,150.34,0.0,52.29,North America,0
2023-06-14,Ceramic Knife Set,3.0,88.25,0.15,462.99,Europe,0
2023-06-14,Insulated Steel Bottle,2.0,28.92,0.0,138.85,North America,0
2023-06-15,Bluetooth Speaker XS,8.0,78.04,0.0,492.85,North America,0
2023-06-16,Wireless Earbuds Pro,23.0,196.72,0.05,,Europe,0
2023-06-19,Ergonomic Desk Chair,9.0,247.51,0.0,398.41,Europe,0
2023-06-19,Bluetooth Speaker XS,2.0,78.25,0.0,345.29,North America,0
2023-06-21,Ceramic Knife Set,14.0,88.61,0.2,262.25,Asia Pacific,0
2023-06-22,Bluetooth Speaker XS,14.0,78.67,0.05,307.23,Latin America,0
2023-06-24,Bluetooth Speaker XS,4.0,78.87,0.0,70.88,Latin America,0
2023-06-26,Smart Fitness Watch,6.0,148.27,0.2,330.78,Latin America,0
2023-06-29,Smart Fitness Watch,11.0,151.02,0.2,331.74,Asia Pacific,0
2023-07-03,Smart Fitness Watch,3.0,150.42,0.0,451.04,North America,0
2023-07-04,Bluetooth Speaker XS,8.0,,0.0,277.55,Europe,0
2023-07-07,Ceramic Knife Set,3.0,89.38,0.1,84.71,North America,0
2023-07-07,Ergonomic Desk Chair,14.0,248.44,0.1,187.79,North America,0
2023-07-08,Mechanical Keyboard RGB,13.0,124.73,0.05,345.03,Europe,0
2023-07-09,Bluetooth Speaker XS,13.0,79.03,0.15,157.67,Asia Pacific,0
2023-07-10,Insulated Steel Bottle,2.0,29.46,0.05,176.24,Latin America,0
2023-07-10,Ceramic Knife Set,13.0,86.58,0.0,419.21,Latin America,0
2023-07-10,Bluetooth Speaker XS,19.0,79.75,0.05,312.94,North America,0
2023-07-10,Ergonomic Desk Chair,6.0,248.58,0.0,278.84,Asia Pacific,0
2023-07-12,Mechanical Keyboard RGB,16.0,129.51,0.1,193.3,Latin America,0
2023-07-14,Smart Fitness Watch,2.0,148.62,0.05,378.92,Asia Pacific,0
2023-07-18,Ceramic Knife Set,8.0,90.88,0.0,179.47,Europe,0
2023-07-18,Aroma Diffuser Mini,17.0,49.34,0.05,381.68,North America,0
2023-07-23,Mechanical Keyboard RGB,23.0,130.5,0.0,81.55,North America,0
2023-07-23,Insulated Steel Bottle,2.0,30.63,0.0,439.04,Asia Pacific,0
2023-07-23,Bluetooth Speaker XS,10.0,77.32,0.05,274.8,Latin America,0
2023-07-24,Ergonomic Desk Chair,16.0,247.89,0.0,247.33,Asia Pacific,0
2023-07-25,Aroma Diffuser Mini,6.0,49.68,0.1,324.96,Europe,0
2023-07-25,Ergonomic Desk Chair,2.0,,0.0,330.89,Latin America,0
2023-07-26,Aroma Diffuser Mini,2.0,48.64,0.05,109.42,Latin America,0
2023-07-26,Ceramic Knife Set,13.0,90.93,0.1,390.31,Asia Pacific,0
2023-07-28,Aroma Diffuser Mini,24.0,48.53,0.05,174.17,Europe,0
2023-07-28,Insulated Steel Bottle,15.0,27.55,0.0,457.23,Latin America,0
2023-07-28,Insulated Steel Bottle,2.0,27.75,0.2,418.03,North America,0
2023-07-29,Wireless Earbuds Pro,7.0,202.27,0.0,205.82,Europe,0
2023-08-02,Insulated Steel Bottle,,28.73,0.0,413.48,Latin America,0
2023-08-05,Mechanical Keyboard RGB,8.0,126.95,0.0,210.38,Asia Pacific,1
2023-08-05,Aroma Diffuser Mini,23.0,46.35,0.0,95.43,Latin America,0
2023-08-06,Insulated Steel Bottle,14.0,28.06,0.2,482.85,North America,1
2023-08-09,Ceramic Knife Set,24.0,88.71,0.0,343.67,Europe,0
2023-08-10,Ergonomic Desk Chair,23.0,250.42,0.1,255.24,Latin America,0
2023-08-10,Smart Fitness Watch,22.0,150.28,0.1,229.0,North America,0
2023-08-12,Ergonomic Desk Chair,7.0,248.99,0.0,196.12,Latin America,0
2023-08-13,Wireless Earbuds Pro,21.0,198.32,0.05,491.65,Latin America,0
2023-08-13,Ergonomic Desk Chair,7.0,249.51,0.0,110.64,Europe,0
2023-08-13,Aroma Diffuser Mini,1.0,46.38,0.0,191.66,Asia Pacific,0
2023-08-14,Wireless Earbuds Pro,17.0,201.97,0.0,268.47,Asia Pacific,1
2023-08-14,Aroma Diffuser Mini,9.0,49.98,0.15,265.1,North America,0
2023-08-15,Ceramic Knife Set,21.0,90.3,0.2,262.11,North America,0
2023-08-15,Wireless Earbuds Pro,13.0,197.39,0.0,129.1,North America,0
